|--------------------|--------------------|--------------------|--------------------|-----------|-----------|--------------|
|  75.87137074304309 |  75.94272627687796 |  74.10342050276228 |  74.84072875976562 |   5114200 |       0.0 |            0 |
|--------------------|--------------------|--------------------|--------------------|-----------|-----------|--------------|
|  74.54737902894266 |  74.97549402892558 |  73.65151244757713 |      74.7138671875 |   4524500 |       0.0 |            0 |
|--------------------|--------------------|--------------------|--------------------|-----------|-----------|--------------|
|   75.8554722951415 |  76.53728408720102 |  75.01510215318534 |  76.06952667236328 |   5297000 |       0.0 |            0 |
|--------------------|--------------------|--------------------|--------------------|-----------|-----------|--------------|
|  76.41839336764289 |  77.14777175147059 |  75.92685260535077 |  76.48181915283203 |   4181100 |       0.0 |            0 |
|--------------------|--------------------|--------------------|--------------------|-----------|-----------|--------------|
|  75.88721801667815 |   76.6562390485753 |  75.12612672029158 |   76.3470458984375 |   4195200 |       0.0 |            0 |
|--------------------|--------------------|--------------------|--------------------|-----------|-----------|--------------|
|  76.58487840375851 |  78.38454718148635 |  76.58487840375851 |  77.17948150634766 |   6148700 |       0.0 |            0 |
|--------------------|--------------------|--------------------|--------------------|-----------|-----------|--------------|
|  77.16363324616634 |  77.25084219093505 |  75.83172196533587 |   76.3470458984375 |   3985800 |       0.0 |            0 |
|--------------------|--------------------|--------------------|--------------------|-----------|-----------|--------------|
|  76.79099943746034 |  77.59965689307008 |  76.61658158170154 |  77.25875091552734 |  11564700 |       0.0 |            0 |
|--------------------|--------------------|--------------------|--------------------|-----------|-----------|--------------|
|  77.43316699019245 |  78.56687697793267 |  77.33803437914115 |  77.84542846679688 |   4768300 |       0.0 |            0 |
|--------------------|--------------------|--------------------|--------------------|-----------|-----------|--------------|
|   78.0277648981207 |  78.13083328483503 |  77.45694507470486 |  77.63136291503906 |   2817700 |       0.0 |            0 |
|--------------------|--------------------|--------------------|--------------------|-----------|-----------|--------------|
|  77.58382553837828 |  78.40834269642836 |  77.07643129474998 |  77.22706604003906 |   3411900 |       0.0 |            0 |
|--------------------|--------------------|--------------------|--------------------|-----------|-----------|--------------|
|  77.55209571964271 |  77.97228091890211 |  77.47281652049068 |  77.62345123291016 |   2249500 |       0.0 |            0 |
|--------------------|--------------------|--------------------|--------------------|-----------|-----------|--------------|
|   77.5837945481875 |  78.24182327426085 |  77.46487274670457 |  77.86127471923828 |   2835600 |       0.0 |            0 |
|--------------------|--------------------|--------------------|--------------------|-----------|-----------|--------------|
|  77.81371246488668 |  77.98020057617556 |  76.94162928968159 |  77.49658966064453 |   2363800 |       0.0 |            0 |
|--------------------|--------------------|--------------------|--------------------|-----------|-----------|--------------|
|  77.48073991495765 |  77.87714192689651 |  77.25082602219936 |  77.76614379882812 |   1927300 |       0.0 |            0 |
|--------------------|--------------------|--------------------|--------------------|-----------|-----------|--------------|
|  77.84544318941475 |  78.00400160356425 |  77.31425979992083 |      77.5283203125 |   1870400 |       0.0 |            0 |
|--------------------|--------------------|--------------------|--------------------|-----------|-----------|--------------|
|  77.80581428393953 |  78.03572825903653 |  76.67210388183594 |  76.67210388183594 |   3214400 |       0.0 |            0 |
|--------------------|--------------------|--------------------|--------------------|-----------|-----------|--------------|
|  77.01298712518687 |  78.40832398651551 |  76.70379402077528 |  78.01985168457031 |   4561300 |       0.0 |            0 |
|--------------------|--------------------|--------------------|--------------------|-----------|-----------|--------------|
|  78.13084751670318 |  79.35969025892665 |  77.72651572669716 |  79.24076843261719 |   4702300 |       0.0 |            0 |
|--------------------|--------------------|--------------------|--------------------|-----------|-----------|--------------|
|   79.3358931822127 |  79.37553580023149 |  77.97226938352055 |  78.78885650634766 |   3579000 |       0.0 |            0 |
|--------------------|--------------------|--------------------|--------------------|-----------|-----------|--------------|
|  78.75714913447764 |  80.23176510850504 |  78.13876296123028 |  80.16041564941406 |   4599300 |       0.0 |            0 |
|--------------------|--------------------|--------------------|--------------------|-----------|-----------|--------------|
|  80.29519576500941 |  80.29519576500941 |  77.83750434171859 |   78.8760757446289 |   5582000 |       0.0 |            0 |
|--------------------|--------------------|--------------------|--------------------|-----------|-----------|--------------|
|  78.87608474201035 |  79.80367021271125 |  78.24976872535183 |  79.47068786621094 |   4055400 |       0.0 |            0 |
|--------------------|--------------------|--------------------|--------------------|-----------|-----------|--------------|
|  79.00294744242957 |  79.43898616577329 |  78.63032846432104 |  79.03466033935547 |   4608600 |       0.0 |            0 |
|--------------------|--------------------|--------------------|--------------------|-----------|-----------|--------------|
|  79.34605117649471 |  79.44186619557618 |  78.69926933768114 |  79.26619720458984 |   4240900 |      0.71 |            0 |
|--------------------|--------------------|--------------------|--------------------|-----------|-----------|--------------|
|  79.32210670158871 |  80.36014761748707 |  78.77913857623106 |  80.12059783935547 |   4372600 |       0.0 |            0 |
|--------------------|--------------------|--------------------|--------------------|-----------|-----------|--------------|
|  80.05670978088217 |  82.24457342646619 |  79.84910041404484 |  81.83734130859375 |   8528600 |       0.0 |            0 |
|--------------------|--------------------|--------------------|--------------------|-----------|-----------|--------------|
|  82.24457992053908 |   83.7138005600065 |  81.88526137710507 |  83.33052825927734 |   5384900 |       0.0 |            0 |
|--------------------|--------------------|--------------------|--------------------|-----------|-----------|--------------|
|  83.27463582240502 |  83.72178887968711 |  82.59591961988656 |    82.891357421875 |   6371200 |       0.0 |            0 |
|--------------------|--------------------|--------------------|--------------------|-----------|-----------|--------------|
|  83.30657737608803 |  83.73776329828694 |  82.68375529691302 |  83.55410766601562 |   4991300 |       0.0 |            0 |
|--------------------|--------------------|--------------------|--------------------|-----------|-----------|--------------|
|  83.60201131072452 |   85.0712380248456 |  83.41037516262293 |  85.03131103515625 |   4538100 |       0.0 |            0 |
|--------------------|--------------------|--------------------|--------------------|-----------|-----------|--------------|
|    84.775805393471 |  85.41460076127426 |  83.86552595415402 |   84.1449966430664 |   5095300 |       0.0 |            0 |
|--------------------|--------------------|--------------------|--------------------|-----------|-----------|--------------|
|  84.04918701066985 |  84.82372446406967 |   83.1229342769533 |  84.24880981445312 |   4436500 |       0.0 |            0 |
|--------------------|--------------------|--------------------|--------------------|-----------|-----------|--------------|
|  84.60012649855364 |  86.53247951944894 |  84.43244410475758 |   86.4765853881836 |   6327500 |       0.0 |            0 |
|--------------------|--------------------|--------------------|--------------------|-----------|-----------|--------------|
|  91.42720968686045 | 100.49806696062005 |  90.62871877256472 |  98.38206481933594 |  19614500 |       0.0 |            0 |
|--------------------|--------------------|--------------------|--------------------|-----------|-----------|--------------|
|  97.01667625617101 |  99.13267905546775 |  95.00448120689519 |   97.6634521484375 |  10182700 |       0.0 |            0 |
|--------------------|--------------------|--------------------|--------------------|-----------|-----------|--------------|
|   95.3557877203884 |  96.97672337303706 |  92.52114850506767 |  92.52912902832031 |  11851400 |       0.0 |            0 |
|--------------------|--------------------|--------------------|--------------------|-----------|-----------|--------------|
|  92.79264414723059 |   93.0242072826656 |  88.86406964509924 |   89.6066665649414 |  15744800 |       0.0 |            0 |
|--------------------|--------------------|--------------------|--------------------|-----------|-----------|--------------|
|  89.62264884854706 |  93.84666794587669 |   89.6146683229446 |   92.8964614868164 |   9943500 |       0.0 |            0 |
|--------------------|--------------------|--------------------|--------------------|-----------|-----------|--------------|
|  92.22571511415076 |  94.16604858490783 |  91.76258884889937 |  91.96221160888672 |   7184400 |       0.0 |            0 |
|--------------------|--------------------|--------------------|--------------------|-----------|-----------|--------------|
|  90.22947296845865 |  92.25764061401117 |  87.35490690644801 |  87.44274139404297 |   9827800 |       0.0 |            0 |
|--------------------|--------------------|--------------------|--------------------|-----------|-----------|--------------|
|  83.76970946758917 |  90.64471266419329 |  80.64760614704177 |   88.7922134399414 |  14107800 |       0.0 |            0 |
|--------------------|--------------------|--------------------|--------------------|-----------|-----------|--------------|
|   89.0477273665403 |  93.30368651469212 |  88.93593909666797 |  90.72456359863281 |  10030800 |       0.0 |            0 |
|--------------------|--------------------|--------------------|--------------------|-----------|-----------|--------------|
|  90.49298015329767 |  91.02796762374258 |  86.49253881775671 |  86.62030029296875 |   7212400 |       0.0 |            0 |
|--------------------|--------------------|--------------------|--------------------|-----------|-----------|--------------|
|  87.49067038693556 |  90.02987235193868 |  84.96744165560119 |  88.87206268310547 |   8909300 |       0.0 |            0 |
|--------------------|--------------------|--------------------|--------------------|-----------|-----------|--------------|
|   89.8861252692319 |  90.49298009207362 |  88.35302411973932 |  89.37509155273438 |   4823300 |       0.0 |            0 |
|--------------------|--------------------|--------------------|--------------------|-----------|-----------|--------------|
|  89.06368935434865 |  89.75837873683929 |  88.14542346034465 |  89.31920623779297 |   5316200 |       0.0 |            0 |
|--------------------|--------------------|--------------------|--------------------|-----------|-----------|--------------|
|  88.66445056790712 |  90.76447992261511 |  88.05759563919929 |  90.29337310791016 |   6189100 |       0.0 |            0 |
|--------------------|--------------------|--------------------|--------------------|-----------|-----------|--------------|
|  90.72456772766083 |  92.88847803867809 |  89.73443430372356 |  91.74663543701172 |   7401100 |       0.0 |            0 |
|--------------------|--------------------|--------------------|--------------------|-----------|-----------|--------------|
|  92.01012368486735 |  95.18012794350608 |  91.98616383678436 |  94.70103454589844 |   8717000 |       0.0 |            0 |
|--------------------|--------------------|--------------------|--------------------|-----------|-----------|--------------|
|  93.99837662377365 |  97.05659910807572 |  93.59913105951502 |  94.20598602294922 |   8751400 |       0.0 |            0 |
|--------------------|--------------------|--------------------|--------------------|-----------|-----------|--------------|
|  94.61320564216555 |  96.85696970242283 |  94.10217184222165 |  94.15008544921875 |   5122500 |       0.0 |            0 |
|--------------------|--------------------|--------------------|--------------------|-----------|-----------|--------------|
|  94.67709852128722 |  95.60335120986994 |  93.08810278636118 |  93.87062072753906 |   5185700 |       0.0 |            0 |
|--------------------|--------------------|--------------------|--------------------|-----------|-----------|--------------|
|  94.54933960372091 |   95.2679767621387 |  93.33562964922993 |   94.8208236694336 |   4685700 |       0.0 |            0 |
|--------------------|--------------------|--------------------|--------------------|-----------|-----------|--------------|
|  95.23604367803894 |  97.19235079243819 |   95.0523941117593 |  97.04862213134766 |   4473500 |       0.0 |            0 |
|--------------------|--------------------|--------------------|--------------------|-----------|-----------|--------------|
|  96.78510407378134 |  97.41591276452648 |   94.3497099098703 |  94.42955780029297 |   4754300 |       0.0 |            0 |
|--------------------|--------------------|--------------------|--------------------|-----------|-----------|--------------|
|  95.02045050510239 |  95.81894168581753 |  92.44930792847894 |   92.4892349243164 |   6660000 |       0.0 |            0 |
|--------------------|--------------------|--------------------|--------------------|-----------|-----------|--------------|
|  92.55309741512723 |  93.11203869451681 |  89.27927934669293 |  90.90021514892578 |   7148900 |       0.0 |            0 |
|--------------------|--------------------|--------------------|--------------------|-----------|-----------|--------------|
|  90.18156868246892 |  92.20174978526369 |  89.34315075895219 |      91.8583984375 |   5439700 |       0.0 |            0 |
|--------------------|--------------------|--------------------|--------------------|-----------|-----------|--------------|
|  91.02796437522741 |  92.88046305567477 |  90.14163897158213 |  92.35346221923828 |   3975700 |       0.0 |            0 |
|--------------------|--------------------|--------------------|--------------------|-----------|-----------|--------------|
|  92.63294379375354 |  92.86450691773862 |  90.89223314793719 |  91.47512817382812 |   3650500 |       0.0 |            0 |
|--------------------|--------------------|--------------------|--------------------|-----------|-----------|--------------|
|  89.89411973365576 |  91.81847990774436 |  89.59867586563256 |  91.60289001464844 |   5286200 |       0.0 |            0 |
|--------------------|--------------------|--------------------|--------------------|-----------|-----------|--------------|
|  91.82648849315059 |  94.02233930494332 |  91.30746799196233 |  93.43145751953125 |   6179400 |       0.0 |            0 |
|--------------------|--------------------|--------------------|--------------------|-----------|-----------|--------------|
|  94.10217736737468 |   95.5474504385775 |   93.9584487219513 |  95.25200653076172 |   5835600 |       0.0 |            0 |
|--------------------|--------------------|--------------------|--------------------|-----------|-----------|--------------|
|   95.3398410901186 |   95.4915502605847 |   94.1660581672286 |  94.46150207519531 |   4892900 |       0.0 |            0 |
|--------------------|--------------------|--------------------|--------------------|-----------|-----------|--------------|
|  95.22804194334691 |  96.97673315648086 |  94.80484267216835 |  95.61930084228516 |   5403200 |       0.0 |            0 |
|--------------------|--------------------|--------------------|--------------------|-----------|-----------|--------------|
|  96.09040913625988 |  96.35391264238203 |  94.18201603192655 |  94.97252655029297 |   3556100 |       0.0 |            0 |
|--------------------|--------------------|--------------------|--------------------|-----------|-----------|--------------|
|  95.02045060094841 |   95.4196961917087 |  91.73066473996211 |  91.77059173583984 |   5812400 |       0.0 |            0 |
|--------------------|--------------------|--------------------|--------------------|-----------|-----------|--------------|
|  91.73863692598042 |  93.20786363669399 |   90.7005961164979 |  90.79641723632812 |   8879300 |       0.0 |            0 |
|--------------------|--------------------|--------------------|--------------------|-----------|-----------|--------------|
|  90.82037509085485 |  91.81050843109605 |  88.18535814267356 |   89.4549560546875 |   8598900 |       0.0 |            0 |
|--------------------|--------------------|--------------------|--------------------|-----------|-----------|--------------|
|  90.14965024932545 |  91.14776416685119 |  89.50286828820613 |  89.95002746582031 |   4933800 |       0.0 |            0 |
|--------------------|--------------------|--------------------|--------------------|-----------|-----------|--------------|
|  90.29336696755512 |  90.86029486676667 |  89.21540529744857 |  89.79031372070312 |   4618000 |       0.0 |            0 |
|--------------------|--------------------|--------------------|--------------------|-----------|-----------|--------------|
|   83.1947838416911 |  83.44231411594332 |  76.27186185879998 |  78.33197021484375 |  26861200 |       0.0 |            0 |
|--------------------|--------------------|--------------------|--------------------|-----------|-----------|--------------|
|  79.04264395786416 |  80.10463873980201 |  77.74909208368844 |  77.82095336914062 |  14253600 |       0.0 |            0 |
|--------------------|--------------------|--------------------|--------------------|-----------|-----------|--------------|
|  79.44187749869363 |  79.77724838920408 |  73.26954473320858 |  76.08023071289062 |  13760600 |       0.0 |            0 |
|--------------------|--------------------|--------------------|--------------------|-----------|-----------|--------------|
|   76.2558939994287 |  76.43156300221071 |  72.75850545205246 |  73.46916198730469 |  10821300 |       0.0 |            0 |
|--------------------|--------------------|--------------------|--------------------|-----------|-----------|--------------|
|  73.61289351354148 |  77.33385872284157 |  73.12581347466693 |  75.27375030517578 |  11154200 |       0.0 |            0 |
|--------------------|--------------------|--------------------|--------------------|-----------|-----------|--------------|
|  75.47336360098103 |  76.28782779971252 |  74.65890549425217 |   75.5771713256836 |   7399400 |       0.0 |            0 |
|--------------------|--------------------|--------------------|--------------------|-----------|-----------|--------------|
|  75.05815916038287 |  75.56919294815714 |  72.10374469406274 |  73.02999114990234 |   7816500 |       0.0 |            0 |
|--------------------|--------------------|--------------------|--------------------|-----------|-----------|--------------|
|  73.73265587825186 |   73.8284769911941 |   70.4428768632725 |  72.33529663085938 |  10449200 |       0.0 |            0 |
|--------------------|--------------------|--------------------|--------------------|-----------|-----------|--------------|
|  70.83413430956769 |  74.58704558162039 |  70.77025356890233 |  74.21175384521484 |   8841700 |       0.0 |            0 |
|--------------------|--------------------|--------------------|--------------------|-----------|-----------|--------------|
|   74.3155786789361 |   74.4752744884491 |  73.18172259218177 |  73.62887573242188 |   7045000 |       0.0 |            0 |
|--------------------|--------------------|--------------------|--------------------|-----------|-----------|--------------|
|  73.02201641421043 |  74.07602453448145 |  70.89803303045406 |  71.68853759765625 |   6761200 |       0.0 |            0 |
|--------------------|--------------------|--------------------|--------------------|-----------|-----------|--------------|
|  72.97409837603031 |  74.56309389904874 |  72.19956106366355 |  72.24747467041016 |   8302100 |       0.0 |            0 |
|--------------------|--------------------|--------------------|--------------------|-----------|-----------|--------------|
|  73.06193455427004 |  75.36957331130145 |  72.60679487777604 |   74.7547378540039 |   6253700 |       0.0 |            0 |
|--------------------|--------------------|--------------------|--------------------|-----------|-----------|--------------|
|  73.92430001648808 |  75.44143417130446 |  73.78057138935803 |  74.77069854736328 |   7135700 |       0.0 |            0 |
|--------------------|--------------------|--------------------|--------------------|-----------|-----------|--------------|
|  75.60166492330728 |  75.60166492330728 |   74.2785757594832 |  74.31891632080078 |   6402500 |      0.96 |            0 |
|--------------------|--------------------|--------------------|--------------------|-----------|-----------|--------------|
|  74.73033610455943 |  74.73840544520965 |  73.48792231387522 |  74.08493041992188 |   4630000 |       0.0 |            0 |
|--------------------|--------------------|--------------------|--------------------|-----------|-----------|--------------|
|  74.94012322242784 |  75.42417920132058 |  74.47219977561903 |  74.70616149902344 |   3922500 |       0.0 |            0 |
|--------------------|--------------------|--------------------|--------------------|-----------|-----------|--------------|
|    75.190200413504 |  75.84368168405211 |   74.7222832279947 |  75.50483703613281 |   4474700 |       0.0 |            0 |
|--------------------|--------------------|--------------------|--------------------|-----------|-----------|--------------|
|  75.83562456487093 |  76.31968051192351 |  75.04499513243763 |  76.09378814697266 |   5289700 |       0.0 |            0 |
|--------------------|--------------------|--------------------|--------------------|-----------|-----------|--------------|
|  76.18251894789961 |  76.26319389892016 |  73.73803161686182 |  75.03691864013672 |   4972900 |       0.0 |            0 |
|--------------------|--------------------|--------------------|--------------------|-----------|-----------|--------------|
|  75.35964291787909 |  75.67427961191466 |  74.23823805221463 |  74.70616149902344 |   4754800 |       0.0 |            0 |
|--------------------|--------------------|--------------------|--------------------|-----------|-----------|--------------|
|   74.9723944644054 |  75.67427963483117 |   74.8110445230942 |       75.166015625 |   4716300 |       0.0 |            0 |
|--------------------|--------------------|--------------------|--------------------|-----------|-----------|--------------|
|    74.988520948658 |  75.41610995334845 |  72.96355288156177 |  73.70577239990234 |   6378300 |       0.0 |            0 |
|--------------------|--------------------|--------------------|--------------------|-----------|-----------|--------------|
|  73.38306173364502 |  74.44798719614114 |  73.02808452777803 |  74.11721801757812 |   5487800 |       0.0 |            0 |
|--------------------|--------------------|--------------------|--------------------|-----------|-----------|--------------|
|  75.83562256922673 |  79.50639186839626 |  75.49678403071712 |  78.61088562011719 |  12594400 |       0.0 |            0 |
|--------------------|--------------------|--------------------|--------------------|-----------|-----------|--------------|
|  78.61088765707396 |  80.15179980599854 |   77.7476526027285 |    79.651611328125 |   6117600 |       0.0 |            0 |
|--------------------|--------------------|--------------------|--------------------|-----------|-----------|--------------|
|  79.90976507211491 |  80.20826302245653 |  77.86865238639562 |  77.89286041259766 |   7449400 |       0.0 |            0 |
|--------------------|--------------------|--------------------|--------------------|-----------|-----------|--------------|
|  82.37040091139835 |   83.3949921224189 |  81.62818133112103 |  82.34619903564453 |  11910500 |       0.0 |            0 |
|--------------------|--------------------|--------------------|--------------------|-----------|-----------|--------------|
|   81.6200991187372 |  82.09609183556859 |   80.6439179682412 |  80.97469329833984 |   7625600 |       0.0 |            0 |
|--------------------|--------------------|--------------------|--------------------|-----------|-----------|--------------|
|   80.8375419197625 |   81.2973959679458 |  79.68387212798963 |  80.90208435058594 |   7699500 |       0.0 |            0 |
|--------------------|--------------------|--------------------|--------------------|-----------|-----------|--------------|
|  80.59552383427383 |  81.42648769711812 |   79.9662504684347 |  80.81334686279297 |   5224400 |       0.0 |            0 |
|--------------------|--------------------|--------------------|--------------------|-----------|-----------|--------------|
|  81.28126880211612 |  81.70078231994518 |  80.06305649912139 |  80.37769317626953 |   6151500 |       0.0 |            0 |
|--------------------|--------------------|--------------------|--------------------|-----------|-----------|--------------|
|  79.97430189090264 |  80.49869833698844 |  79.62739404088632 |  80.19213104248047 |   7620900 |       0.0 |            0 |
|--------------------|--------------------|--------------------|--------------------|-----------|-----------|--------------|
|  80.22440976748109 |  82.32198959312139 |  79.78875757863881 |    81.628173828125 |   5665600 |       0.0 |            0 |
|--------------------|--------------------|--------------------|--------------------|-----------|-----------|--------------|
|  82.75764085276465 |  83.74995458695389 |  82.23324436346618 |   82.9754638671875 |   5369700 |       0.0 |            0 |
|--------------------|--------------------|--------------------|--------------------|-----------|-----------|--------------|
|  83.46759989004705 |  84.45991990714008 |  82.32199927088065 |  84.04846954345703 |   6358900 |       0.0 |            0 |
|--------------------|--------------------|--------------------|--------------------|-----------|-----------|--------------|
|  84.22594316116195 |  85.75879199435981 |  84.16947007465437 |  85.42801666259766 |   8471700 |       0.0 |            0 |
|--------------------|--------------------|--------------------|--------------------|-----------|-----------|--------------|
|  85.01658152906973 |  85.16179894242222 |  83.57247673937157 |  84.04846954345703 |   8387600 |       0.0 |            0 |
|--------------------|--------------------|--------------------|--------------------|-----------|-----------|--------------|
|  84.27436321473553 |  85.23441202626572 |   84.0646033577823 |   84.7422866821289 |   8296700 |       0.0 |            0 |
|--------------------|--------------------|--------------------|--------------------|-----------|-----------|--------------|
|  84.79066632144374 |  85.04076667191237 |  84.07264879176174 |  84.96815490722656 |   6702900 |       0.0 |            0 |
|--------------------|--------------------|--------------------|--------------------|-----------|-----------|--------------|
|  84.92784200154435 |  86.14605447363739 |   84.7987632685664 |  85.50064849853516 |   5328000 |       0.0 |            0 |
|--------------------|--------------------|--------------------|--------------------|-----------|-----------|--------------|
|  86.32352790144111 |  86.52521838719215 |  85.47642539924473 |  85.70232391357422 |   5797300 |       0.0 |            0 |
|--------------------|--------------------|--------------------|--------------------|-----------|-----------|--------------|
|  85.96048748913132 |  86.51714904433267 |  85.59744092171637 |  85.70232391357422 |   9456800 |       0.0 |            0 |
|--------------------|--------------------|--------------------|--------------------|-----------|-----------|--------------|
|  85.39575176819442 |  85.77493087213861 |  84.50024550508094 |  85.19406127929688 |  12816600 |       0.0 |            0 |
|--------------------|--------------------|--------------------|--------------------|-----------|-----------|--------------|
|    84.346964181773 |    84.346964181773 |   81.9750820834353 |  83.20942687988281 |  13164500 |       0.0 |            0 |
|--------------------|--------------------|--------------------|--------------------|-----------|-----------|--------------|
|   82.5236895666523 |   83.2094360676072 |  80.31316330700609 |   81.5475082397461 |  25301700 |       0.0 |            0 |
|--------------------|--------------------|--------------------|--------------------|-----------|-----------|--------------|
|  80.89400962073881 |  81.95893503798591 |  79.81295167441272 |  80.24860382080078 |  25494700 |       0.0 |            0 |
|--------------------|--------------------|--------------------|--------------------|-----------|-----------|--------------|
|  82.17676817109127 |   83.2255611100848 |  81.34580439340026 |  83.10454559326172 |  31273400 |       0.0 |            0 |
|--------------------|--------------------|--------------------|--------------------|-----------|-----------|--------------|
|  81.42648422740632 |  81.56363228230039 |  79.46605243384927 |  79.82102966308594 |  18910900 |       0.0 |            0 |
|--------------------|--------------------|--------------------|--------------------|-----------|-----------|--------------|
|   79.0061984346024 |  80.21634136611058 |  78.98199656078907 |  79.10301208496094 |  14837300 |       0.0 |            0 |
|--------------------|--------------------|--------------------|--------------------|-----------|-----------|--------------|
|  79.44991531664841 |  80.24053853871976 |  78.75609958415853 |  79.95010375976562 |  10922500 |       0.0 |            0 |
|--------------------|--------------------|--------------------|--------------------|-----------|-----------|--------------|
|  79.95819534333589 |  80.95050931819591 |   79.6758298283394 |  80.06307220458984 |  10199000 |       0.0 |            0 |
|--------------------|--------------------|--------------------|--------------------|-----------|-----------|--------------|
|  80.07112574925146 |   80.6681278853126 |  79.32083686882252 |  80.66006469726562 |   4933500 |       0.0 |            0 |
|--------------------|--------------------|--------------------|--------------------|-----------|-----------|--------------|
|  80.87789053001785 |  80.94243296726715 |  79.76456118544264 |  80.12760162353516 |   5092500 |       0.0 |            0 |
|--------------------|--------------------|--------------------|--------------------|-----------|-----------|--------------|
|  80.09533188749629 |  81.07958253089723 |    79.869439508048 |  81.02310943603516 |   4012900 |       0.0 |            0 |
|--------------------|--------------------|--------------------|--------------------|-----------|-----------|--------------|
|  81.12798911520763 |  81.54750882463772 |  80.20021768937622 |  80.49064636230469 |   5770100 |       0.0 |            0 |
|--------------------|--------------------|--------------------|--------------------|-----------|-----------|--------------|
|   80.5148391848287 |  80.77300274374768 |    79.659667394887 |  79.79682159423828 |   8060400 |       0.0 |            0 |
|--------------------|--------------------|--------------------|--------------------|-----------|-----------|--------------|
|   79.8048892163366 |  80.05498960191932 |  78.66735808745302 |  78.72383117675781 |   7816200 |       0.0 |            0 |
|--------------------|--------------------|--------------------|--------------------|-----------|-----------|--------------|
|  79.36925094253796 |  79.80490320285759 |  78.86099304971816 |  79.66775512695312 |   4648700 |       0.0 |            0 |
|--------------------|--------------------|--------------------|--------------------|-----------|-----------|--------------|
|  79.68388780178103 |  80.57133101240065 |  79.06268370945347 |  80.32929992675781 |  20806200 |       0.0 |            0 |
|--------------------|--------------------|--------------------|--------------------|-----------|-----------|--------------|
|  79.99044200982344 |  80.13565939511169 |  79.31275882677672 |  79.44991302490234 |   6425600 |       0.0 |            0 |
|--------------------|--------------------|--------------------|--------------------|-----------|-----------|--------------|
|  78.97392609710907 |  79.36923772569581 |  78.19943537054715 |  79.07073974609375 |   5528300 |       0.0 |            0 |
|--------------------|--------------------|--------------------|--------------------|-----------|-----------|--------------|
|  79.24017952895622 |  80.31317466799923 |  78.93360597202579 |   79.2643814086914 |   5842700 |       0.0 |            0 |
|--------------------|--------------------|--------------------|--------------------|-----------|-----------|--------------|
|  78.82872352924885 |  79.05461593093273 |  76.85215885940866 |  77.08612060546875 |   7225000 |       0.0 |            0 |
|--------------------|--------------------|--------------------|--------------------|-----------|-----------|--------------|
|    77.497549370872 |  77.53788992959345 |  75.37576770137223 |   75.4241714477539 |   9454800 |       0.0 |            0 |
|--------------------|--------------------|--------------------|--------------------|-----------|-----------|--------------|
|  75.40806012676646 |  76.14221049216604 |  74.30279375104278 |  75.06922149658203 |   5573100 |       0.0 |            0 |
|--------------------|--------------------|--------------------|--------------------|-----------|-----------|--------------|
|  75.31929945940071 |  75.72268045215452 |  74.28664510276782 |  74.31891632080078 |   5117100 |       0.0 |            0 |
|--------------------|--------------------|--------------------|--------------------|-----------|-----------|--------------|
|  74.51254400209162 |  75.24669427256914 |  73.79452626449125 |  73.82679748535156 |   5833000 |       0.0 |            0 |
|--------------------|--------------------|--------------------|--------------------|-----------|-----------|--------------|
|  73.68962660101353 |  74.71421762763387 |  73.26204379270135 |  74.56900024414062 |   6698900 |       0.0 |            0 |
|--------------------|--------------------|--------------------|--------------------|-----------|-----------|--------------|
|  74.89978634250927 |  76.20674308938014 |  74.67389395159219 |  74.74650573730469 |   6787900 |       0.0 |            0 |
|--------------------|--------------------|--------------------|--------------------|-----------|-----------|--------------|
|  74.27050459069504 |  75.27089385981176 |  74.10108531651528 |  75.11760711669922 |   3854500 |       0.0 |            0 |
|--------------------|--------------------|--------------------|--------------------|-----------|-----------|--------------|
|   75.4967789631355 |  76.13412159332606 |  75.12566923323429 |  75.52098083496094 |   2452400 |       0.0 |            0 |
|--------------------|--------------------|--------------------|--------------------|-----------|-----------|--------------|
|  76.20674644314246 |  76.69080246713978 |  75.79529605294692 |  76.22288513183594 |   4744000 |       0.0 |            0 |
|--------------------|--------------------|--------------------|--------------------|-----------|-----------|--------------|
|  76.80373653960923 |  78.31238362869387 |  76.61011539160599 |  78.19136810302734 |   5867400 |       0.0 |            0 |
|--------------------|--------------------|--------------------|--------------------|-----------|-----------|--------------|
|  79.04654336830386 |  79.34504136865887 |   78.1913714639133 |   78.2881851196289 |   5953100 |       0.0 |            0 |
|--------------------|--------------------|--------------------|--------------------|-----------|-----------|--------------|
|  78.34467656578043 |  79.82911603718638 |   77.9977685787508 |  79.74037170410156 |   5119900 |       0.0 |            0 |
|--------------------|--------------------|--------------------|--------------------|-----------|-----------|--------------|
|  77.65890806224644 |  78.65929117010859 |  76.53750942925537 |  76.61011505126953 |   6230000 |       0.0 |            0 |
|--------------------|--------------------|--------------------|--------------------|-----------|-----------|--------------|
|  77.35991886386377 |  77.97116981484493 |  76.69161807284301 |  77.92227172851562 |   4672000 |      0.96 |            0 |
|--------------------|--------------------|--------------------|--------------------|-----------|-----------|--------------|
|   77.3925124292159 |  78.94101593726992 |  77.37621514128435 |   78.7535629272461 |   3712400 |       0.0 |            0 |
|--------------------|--------------------|--------------------|--------------------|-----------|-----------|--------------|
|  78.85953059401363 |  78.90842868416486 |  77.63702859649943 |  78.44387817382812 |   3783500 |       0.0 |            0 |
