|--------------------|--------------------|--------------------|--------------------|-----------|-----------|--------------|
|  36.79152729392814 |  37.13570005855638 |  36.01186679527868 |  37.07950973510742 |   7022600 |       0.0 |            0 |
|--------------------|--------------------|--------------------|--------------------|-----------|-----------|--------------|
| 37.009277958160865 |  37.29023768563819 |   36.4965287330307 |  36.62998580932617 |   4092100 |       0.0 |            0 |
|--------------------|--------------------|--------------------|--------------------|-----------|-----------|--------------|
|  36.57378668377324 |  36.77045685250265 |  35.87841562751996 |  36.70724105834961 |   5012500 |       0.0 |            0 |
|--------------------|--------------------|--------------------|--------------------|-----------|-----------|--------------|
| 36.777473522782266 |  36.91795332946294 | 36.679138461934635 |  36.78449630737305 |   3626400 |       0.0 |            0 |
|--------------------|--------------------|--------------------|--------------------|-----------|-----------|--------------|
| 36.840699233488486 | 36.875818524768896 | 36.468427243511634 |  36.66510009765625 |   4145200 |       0.0 |            0 |
|--------------------|--------------------|--------------------|--------------------|-----------|-----------|--------------|
|  36.68616314997435 |  37.22700869212738 |  36.58080529906948 |  37.13569641113281 |   4878400 |       0.0 |            0 |
|--------------------|--------------------|--------------------|--------------------|-----------|-----------|--------------|
|  37.19892092048918 |  37.27618497027035 |  36.81962613761629 | 37.009273529052734 |   6963800 |       0.0 |            0 |
|--------------------|--------------------|--------------------|--------------------|-----------|-----------|--------------|
|  36.98117864351438 |  37.20594532038424 |  36.81260229614692 |  37.17784881591797 |   5826200 |       0.0 |            0 |
|--------------------|--------------------|--------------------|--------------------|-----------|-----------|--------------|
|  37.11463555296875 | 38.076918121440116 | 37.023323246938084 |  38.00667953491211 |   6010500 |       0.0 |            0 |
|--------------------|--------------------|--------------------|--------------------|-----------|-----------|--------------|
|  37.83107464145546 | 37.880242180441066 |  37.44475711538432 |  37.60630798339844 |   5021200 |       0.0 |            0 |
|--------------------|--------------------|--------------------|--------------------|-----------|-----------|--------------|
|   37.5781958508669 |  37.81701066064769 |  37.29723630544403 |  37.41664505004883 |   4088000 |       0.0 |            0 |
|--------------------|--------------------|--------------------|--------------------|-----------|-----------|--------------|
|  37.43070643815223 |  38.16822215456209 |  37.18486607972911 |  37.66952133178711 |   4486400 |       0.0 |            0 |
|--------------------|--------------------|--------------------|--------------------|-----------|-----------|--------------|
|   37.8872730867174 |  38.19632931735895 |  37.81703449580641 |   37.8942985534668 |   3023500 |       0.0 |            0 |
|--------------------|--------------------|--------------------|--------------------|-----------|-----------|--------------|
|  38.06989261295294 |  38.06989261295294 |  37.77488467587864 |  37.92238998413086 |   3816300 |       0.0 |            0 |
|--------------------|--------------------|--------------------|--------------------|-----------|-----------|--------------|
| 37.901301199463326 |  38.35785983605412 |  37.80296615267247 |  37.97856521606445 |   4108300 |       0.0 |            0 |
|--------------------|--------------------|--------------------|--------------------|-----------|-----------|--------------|
| 37.999648954633656 |  38.24548933325729 | 37.753811255439985 |  37.95048141479492 |   2768600 |       0.0 |            0 |
|--------------------|--------------------|--------------------|--------------------|-----------|-----------|--------------|
|  37.91536110504859 | 38.231440052234326 |  37.85214531561144 |  38.16120147705078 |   4025600 |       0.0 |            0 |
|--------------------|--------------------|--------------------|--------------------|-----------|-----------|--------------|
|  38.23144495957562 |  38.59669149215841 | 37.866198426992824 |  38.03477478027344 |   3635000 |       0.0 |            0 |
|--------------------|--------------------|--------------------|--------------------|-----------|-----------|--------------|
|  37.97155552357208 | 38.259537979642765 | 37.838098474548836 |  38.18929672241211 |   3078000 |       0.0 |            0 |
|--------------------|--------------------|--------------------|--------------------|-----------|-----------|--------------|
|   37.8732191597556 |  38.37894551274138 | 37.697620029349984 |   38.3368034362793 |   3388200 |       0.0 |            0 |
|--------------------|--------------------|--------------------|--------------------|-----------|-----------|--------------|
| 38.315728113035824 |  38.85657373355312 |  38.18227374411466 | 38.842525482177734 |   4847300 |       0.0 |            0 |
|--------------------|--------------------|--------------------|--------------------|-----------|-----------|--------------|
|  38.85656203576049 |  38.91275502434508 | 38.554531420691234 |  38.70203399658203 |   3449800 |       0.0 |            0 |
|--------------------|--------------------|--------------------|--------------------|-----------|-----------|--------------|
| 38.224424338011005 |  38.54752883279617 | 37.732748827441235 |  37.81703567504883 |   6297500 |       0.0 |            0 |
|--------------------|--------------------|--------------------|--------------------|-----------|-----------|--------------|
|  37.32534630938234 |   37.9856006763402 |  36.72831040849002 |   37.9083366394043 |   8414700 |       0.0 |            0 |
|--------------------|--------------------|--------------------|--------------------|-----------|-----------|--------------|
|  37.82406140288225 | 38.421100208376494 |  37.75382280432094 | 38.090972900390625 |   5386800 |       0.0 |            0 |
|--------------------|--------------------|--------------------|--------------------|-----------|-----------|--------------|
|  38.08393669941316 |  38.10500773567432 |  37.55011389240503 |  37.69059371948242 |   3941600 |       0.0 |            0 |
|--------------------|--------------------|--------------------|--------------------|-----------|-----------|--------------|
|  37.69761080353419 | 38.147146718077956 |  37.53605996462932 | 38.041786193847656 |   4413000 |       0.0 |            0 |
|--------------------|--------------------|--------------------|--------------------|-----------|-----------|--------------|
|   38.0558520871165 |   38.1471644051581 |   37.5431028356117 | 37.929420471191406 |   4410400 |       0.0 |            0 |
|--------------------|--------------------|--------------------|--------------------|-----------|-----------|--------------|
| 38.273593794145036 |  38.30871308998511 | 37.824057697328236 |     38.14013671875 |   3385000 |       0.0 |            0 |
|--------------------|--------------------|--------------------|--------------------|-----------|-----------|--------------|
| 38.119065937400805 |  38.35788090194666 |  37.92941852325288 |  38.32978439331055 |   3337300 |       0.0 |            0 |
|--------------------|--------------------|--------------------|--------------------|-----------|-----------|--------------|
|  38.02774692104797 |  38.49835397974387 | 37.873218830217965 |   38.0628662109375 |   3952800 |       0.0 |            0 |
|--------------------|--------------------|--------------------|--------------------|-----------|-----------|--------------|
|  39.06729633344847 |  39.06729633344847 |  37.33940142049097 |  37.43773651123047 |  13457700 |       0.0 |            0 |
|--------------------|--------------------|--------------------|--------------------|-----------|-----------|--------------|
| 37.760829853027694 |  38.21036580651024 | 37.606304464715556 | 37.753807067871094 |   6235600 |       0.0 |            0 |
|--------------------|--------------------|--------------------|--------------------|-----------|-----------|--------------|
|  37.74678280094917 |  37.89428539831443 | 37.529038957626945 | 37.641422271728516 |   5483500 |       0.0 |            0 |
|--------------------|--------------------|--------------------|--------------------|-----------|-----------|--------------|
|  37.59225897742647 |  39.18669926810755 | 37.507972152205184 | 38.631805419921875 |  11085100 |       0.0 |            0 |
|--------------------|--------------------|--------------------|--------------------|-----------|-----------|--------------|
|  38.68097106794761 |  39.71349467432071 |  38.61073249693341 | 39.692420959472656 |  10716400 |       0.0 |            0 |
|--------------------|--------------------|--------------------|--------------------|-----------|-----------|--------------|
| 39.741596494560454 |  39.96636316721027 |  39.53087539444992 |  39.88909912109375 |   7490800 |       0.0 |            0 |
|--------------------|--------------------|--------------------|--------------------|-----------|-----------|--------------|
| 39.692424681319466 |  39.95933609917448 | 39.404442226070366 |  39.64325714111328 |   6229700 |       0.0 |            0 |
|--------------------|--------------------|--------------------|--------------------|-----------|-----------|--------------|
|  39.62920055769565 |  40.17707152962224 |  39.45360147118456 | 39.959327697753906 |   6869800 |       0.0 |            0 |
|--------------------|--------------------|--------------------|--------------------|-----------|-----------|--------------|
|  40.35970626398731 |  40.81626510620117 |  39.98041147317244 |  40.81626510620117 |   6198500 |       0.0 |            0 |
|--------------------|--------------------|--------------------|--------------------|-----------|-----------|--------------|
|  40.66876509677961 |  40.92865109419457 | 40.493165942958335 | 40.893531799316406 |   3828900 |       0.0 |            0 |
|--------------------|--------------------|--------------------|--------------------|-----------|-----------|--------------|
|  40.67578700507443 |  40.84436336804971 |  40.31054045148665 |  40.31756591796875 |   4736300 |       0.0 |            0 |
|--------------------|--------------------|--------------------|--------------------|-----------|-----------|--------------|
|  39.81183258494872 | 40.015528206619386 |  38.96895627551451 | 39.116458892822266 |   9297300 |       0.0 |            0 |
|--------------------|--------------------|--------------------|--------------------|-----------|-----------|--------------|
|  39.02514077037577 |  39.08133108305636 |  38.50536631107629 |  38.63882064819336 |  11516300 |       0.0 |            0 |
|--------------------|--------------------|--------------------|--------------------|-----------|-----------|--------------|
|  38.28061429548033 |  39.24992234347795 |  38.12608618769554 |  39.18670654296875 |   7553100 |       0.0 |            0 |
|--------------------|--------------------|--------------------|--------------------|-----------|-----------|--------------|
|  39.16546616391658 | 40.057197669021974 |  38.55682278276731 |  38.89653015136719 |  13586800 |      0.42 |            0 |
|--------------------|--------------------|--------------------|--------------------|-----------|-----------|--------------|
|  38.13927632019543 | 38.960236706406405 |   38.0189644402035 |  38.81869125366211 |  30823300 |       0.0 |            0 |
|--------------------|--------------------|--------------------|--------------------|-----------|-----------|--------------|
| 38.585129060369816 | 38.705440895177354 |  37.78539984750307 |  37.82078552246094 |  16796400 |       0.0 |            0 |
|--------------------|--------------------|--------------------|--------------------|-----------|-----------|--------------|
| 37.686319141474854 | 37.983562052905995 | 36.674273172023945 |  37.96940994262695 |  23291200 |       0.0 |            0 |
|--------------------|--------------------|--------------------|--------------------|-----------|-----------|--------------|
|  37.65802672664541 | 38.924854455971925 |  37.42447900378228 |  37.87742233276367 |  18699000 |       0.0 |            0 |
|--------------------|--------------------|--------------------|--------------------|-----------|-----------|--------------|
| 37.509395263842485 |  39.00977031846493 | 37.509395263842485 | 38.861148834228516 |  42456000 |       0.0 |            0 |
|--------------------|--------------------|--------------------|--------------------|-----------|-----------|--------------|
|  38.31620594203101 | 38.535601520073854 |  38.15342962274304 | 38.217124938964844 |  22334900 |       0.0 |            0 |
|--------------------|--------------------|--------------------|--------------------|-----------|-----------|--------------|
|  38.08973375387454 |  38.48606046014374 | 38.040193253060245 |  38.25251007080078 |  14724300 |       0.0 |            0 |
|--------------------|--------------------|--------------------|--------------------|-----------|-----------|--------------|
| 38.556819915771484 |  38.79037023292936 |  38.26665305793392 | 38.556819915771484 |  15011300 |       0.0 |            0 |
|--------------------|--------------------|--------------------|--------------------|-----------|-----------|--------------|
|  38.37282367490751 | 38.613450115537596 |   38.1958925479664 |  38.27374267578125 |  11712800 |       0.0 |            0 |
|--------------------|--------------------|--------------------|--------------------|-----------|-----------|--------------|
|  38.50020432479012 |  38.56389962197219 |  37.53062005660144 |  37.63677978515625 |  11680900 |       0.0 |            0 |
|--------------------|--------------------|--------------------|--------------------|-----------|-----------|--------------|
|  37.80663348179052 |  38.21711490067981 |  37.62970239428737 |  38.03310775756836 |  10466000 |       0.0 |            0 |
|--------------------|--------------------|--------------------|--------------------|-----------|-----------|--------------|
| 37.898639241679696 | 37.976489353864075 |  37.67924641616467 |  37.81371307373047 |  16171500 |       0.0 |            0 |
|--------------------|--------------------|--------------------|--------------------|-----------|-----------|--------------|
| 37.707560273433145 |  38.13927264784485 | 37.530629149477846 | 38.040191650390625 |  12680100 |       0.0 |            0 |
|--------------------|--------------------|--------------------|--------------------|-----------|-----------|--------------|
|  37.60140031981384 |  37.79248624292325 | 37.013987737689966 |  37.04229736328125 |  15479900 |       0.0 |            0 |
|--------------------|--------------------|--------------------|--------------------|-----------|-----------|--------------|
|  36.82289997277518 |  37.25461229230814 |  36.62473800305685 |  37.14137649536133 |  11593200 |       0.0 |            0 |
|--------------------|--------------------|--------------------|--------------------|-----------|-----------|--------------|
|  37.21215026535548 |  37.79248405764764 | 37.063526089472404 |  37.71463394165039 |  10456300 |       0.0 |            0 |
|--------------------|--------------------|--------------------|--------------------|-----------|-----------|--------------|
|  37.34661255418309 |  37.64385547161723 | 37.120140988589256 |  37.36076736450195 |  12783800 |       0.0 |            0 |
|--------------------|--------------------|--------------------|--------------------|-----------|-----------|--------------|
|  36.43365627924852 |  37.26877139017447 |  36.35580615369115 | 36.837059020996094 |  18126200 |       0.0 |            0 |
|--------------------|--------------------|--------------------|--------------------|-----------|-----------|--------------|
|  36.51150649940883 |  37.30415717124237 |  36.39119193239352 | 37.105995178222656 |  17171700 |       0.0 |            0 |
|--------------------|--------------------|--------------------|--------------------|-----------|-----------|--------------|
| 37.311232421824435 |  37.43154427777925 | 37.006910704138875 |  37.38200378417969 |  13117700 |       0.0 |            0 |
|--------------------|--------------------|--------------------|--------------------|-----------|-----------|--------------|
| 37.509394738293956 | 37.969416697061604 |  37.34661844358887 | 37.728790283203125 |  10074600 |       0.0 |            0 |
|--------------------|--------------------|--------------------|--------------------|-----------|-----------|--------------|
|  37.66508080471388 |  37.72169733386095 | 37.205059019034316 |  37.39614486694336 |   8524600 |       0.0 |            0 |
|--------------------|--------------------|--------------------|--------------------|-----------|-----------|--------------|
|  37.48815286580461 | 37.962326798189075 |  37.33245267319901 | 37.934017181396484 |   9029400 |       0.0 |            0 |
|--------------------|--------------------|--------------------|--------------------|-----------|-----------|--------------|
| 37.948182684340104 |   38.3798950129544 |    37.884487378483 | 38.351585388183594 |   7959800 |       0.0 |            0 |
|--------------------|--------------------|--------------------|--------------------|-----------|-----------|--------------|
|  38.45773712489132 |   38.6346681932429 |  37.91986786499418 | 38.146339416503906 |  10109300 |       0.0 |            0 |
|--------------------|--------------------|--------------------|--------------------|-----------|-----------|--------------|
|  38.49312471953678 | 38.585129635602016 |  38.10387688968939 |  38.43650817871094 |   7370500 |       0.0 |            0 |
|--------------------|--------------------|--------------------|--------------------|-----------|-----------|--------------|
| 38.556834739947824 |  39.14424743640021 |  38.34451790619884 |  39.13009262084961 |   9159300 |       0.0 |            0 |
|--------------------|--------------------|--------------------|--------------------|-----------|-----------|--------------|
|  38.79744919546095 |  39.05223039699693 |  38.70544427273869 |  38.96730422973633 |   7612200 |       0.0 |            0 |
|--------------------|--------------------|--------------------|--------------------|-----------|-----------|--------------|
| 38.776218306130524 |  39.00976594090048 | 38.698368194622475 |  38.89653015136719 |   8063200 |       0.0 |            0 |
|--------------------|--------------------|--------------------|--------------------|-----------|-----------|--------------|
|  38.83284062197881 |  39.11593148775934 |  38.47190233287549 |  39.06639099121094 |   9314600 |       0.0 |            0 |
|--------------------|--------------------|--------------------|--------------------|-----------|-----------|--------------|
|  39.19377444885791 |  39.57594353814593 |   39.0522290418326 | 39.540557861328125 |   7553500 |       0.0 |            0 |
|--------------------|--------------------|--------------------|--------------------|-----------|-----------|--------------|
|  39.40610600879151 |   39.5901132172019 |  39.37779637680372 |  39.45564651489258 |   9309800 |       0.0 |            0 |
|--------------------|--------------------|--------------------|--------------------|-----------|-----------|--------------|
| 39.526406979971334 | 39.526406979971334 |  39.20793315719751 | 39.420249938964844 |  11022600 |       0.0 |            0 |
|--------------------|--------------------|--------------------|--------------------|-----------|-----------|--------------|
|  39.29286693045285 |  39.40610274928249 | 39.101780979973796 | 39.349483489990234 |   7277900 |       0.0 |            0 |
|--------------------|--------------------|--------------------|--------------------|-----------|-----------|--------------|
| 39.455640100418734 | 39.491025784773115 |  39.09470180039664 | 39.123008728027344 |   7524400 |       0.0 |            0 |
|--------------------|--------------------|--------------------|--------------------|-----------|-----------|--------------|
|  39.22916937532694 |  39.29994074564938 | 38.896537995351075 | 38.974388122558594 |   7354900 |       0.0 |            0 |
|--------------------|--------------------|--------------------|--------------------|-----------|-----------|--------------|
|  39.03806801820315 |  39.29992522468495 |  38.80452042857172 | 39.285770416259766 |   7562100 |       0.0 |            0 |
|--------------------|--------------------|--------------------|--------------------|-----------|-----------|--------------|
| 39.179612448270504 |  39.34946474572775 |   38.9885265888159 | 39.307003021240234 |  10019400 |       0.0 |            0 |
|--------------------|--------------------|--------------------|--------------------|-----------|-----------|--------------|
|  39.27162553567166 |   39.5900993347168 |  38.83283449299079 |   39.5900993347168 |   9914300 |       0.0 |            0 |
|--------------------|--------------------|--------------------|--------------------|-----------|-----------|--------------|
|  39.47687621358505 |  39.59719079607323 |  39.18670924373772 |  39.32825469970703 |   6568800 |       0.0 |            0 |
|--------------------|--------------------|--------------------|--------------------|-----------|-----------|--------------|
| 39.299938609995955 |  40.46768505514114 |   39.2291672435194 | 40.304908752441406 |  17558900 |       0.0 |            0 |
|--------------------|--------------------|--------------------|--------------------|-----------|-----------|--------------|
|  40.26952391589154 |  40.56676690104826 |  39.99350910141863 | 40.474761962890625 |   8740300 |       0.0 |            0 |
|--------------------|--------------------|--------------------|--------------------|-----------|-----------|--------------|
| 40.340299227894704 |  40.96309758594094 | 40.234139465814074 | 40.941864013671875 |   9943900 |       0.0 |            0 |
|--------------------|--------------------|--------------------|--------------------|-----------|-----------|--------------|
|  40.94187067232445 | 41.592978766120275 |  40.86402322719335 | 40.963104248046875 |  15556200 |       0.0 |            0 |
|--------------------|--------------------|--------------------|--------------------|-----------|-----------|--------------|
|   40.8710873177812 | 41.154178179970685 |  40.67292533410129 | 40.998477935791016 |   8632700 |       0.0 |            0 |
|--------------------|--------------------|--------------------|--------------------|-----------|-----------|--------------|
|  40.78615779074742 |  41.54342268022002 | 40.665843239279845 |  41.47264862060547 |   9112400 |       0.0 |            0 |
|--------------------|--------------------|--------------------|--------------------|-----------|-----------|--------------|
| 41.677891968236985 |  42.47762134383582 |  41.57881097829199 |  42.19453048706055 |  14389400 |       0.0 |            0 |
|--------------------|--------------------|--------------------|--------------------|-----------|-----------|--------------|
|  42.18037197246116 |  42.21576035126823 |  41.82650978242456 | 42.074214935302734 |  10980500 |       0.0 |            0 |
|--------------------|--------------------|--------------------|--------------------|-----------|-----------|--------------|
|  42.35023439279098 |  42.41392970608919 |  41.76282175906806 |  41.79821014404297 |  13986900 |       0.0 |            0 |
|--------------------|--------------------|--------------------|--------------------|-----------|-----------|--------------|
| 41.918512126653184 |  41.96805261422754 |  41.33817838670727 |  41.55049514770508 |   9045900 |       0.0 |            0 |
|--------------------|--------------------|--------------------|--------------------|-----------|-----------|--------------|
|  40.19874221379795 |   41.2390978637758 |   40.0571968049959 |  40.73661422729492 |  24204400 |       0.0 |            0 |
|--------------------|--------------------|--------------------|--------------------|-----------|-----------|--------------|
|  40.80738601941892 | 42.003439202126245 |  40.77200034177748 |  41.79112243652344 |  15763800 |       0.0 |            0 |
|--------------------|--------------------|--------------------|--------------------|-----------|-----------|--------------|
|  41.38064308399093 | 42.109598291331324 |  41.02678091347555 | 41.048011779785156 |  10079400 |       0.0 |            0 |
|--------------------|--------------------|--------------------|--------------------|-----------|-----------|--------------|
|  41.43018992563179 |  41.92559758028005 |  41.11878943997912 |  41.89020919799805 |  15866000 |       0.0 |            0 |
|--------------------|--------------------|--------------------|--------------------|-----------|-----------|--------------|
|  41.14709486448243 |  41.63542641266477 |  41.00554944907082 |  41.41603088378906 |   7640400 |       0.0 |            0 |
|--------------------|--------------------|--------------------|--------------------|-----------|-----------|--------------|
| 41.232020755600026 |  41.62127132029391 |  40.85692770208144 |  40.87815856933594 |   8599000 |       0.0 |            0 |
|--------------------|--------------------|--------------------|--------------------|-----------|-----------|--------------|
| 40.998478497034974 |  41.00555455379703 |  40.31198490166827 |  40.50307083129883 |   8431900 |       0.0 |            0 |
|--------------------|--------------------|--------------------|--------------------|-----------|-----------|--------------|
|  40.72246119439793 | 40.835696986432666 | 39.731645989278306 |  40.10673904418945 |   8371500 |       0.0 |            0 |
|--------------------|--------------------|--------------------|--------------------|-----------|-----------|--------------|
| 40.637528607958984 |  41.60003410207956 | 40.580912066998124 | 41.536338806152344 |  11675600 |       0.0 |            0 |
|--------------------|--------------------|--------------------|--------------------|-----------|-----------|--------------|
|  41.46556780401799 | 41.748658610466975 |    40.807383973815 | 40.913543701171875 |   7359900 |       0.0 |            0 |
|--------------------|--------------------|--------------------|--------------------|-----------|-----------|--------------|
|  40.76493026430312 |  40.76493026430312 | 39.993510448584054 | 40.092594146728516 |   8923500 |       0.0 |            0 |
|--------------------|--------------------|--------------------|--------------------|-----------|-----------|--------------|
|   40.0147357667802 |  41.36648917978371 |   39.7599545664647 | 41.288639068603516 |  10917200 |       0.0 |            0 |
|--------------------|--------------------|--------------------|--------------------|-----------|-----------|--------------|
| 41.416031344076494 | 41.437262211710205 | 40.135049235008566 | 40.142127990722656 |  11911600 |       0.0 |            0 |
|--------------------|--------------------|--------------------|--------------------|-----------|-----------|--------------|
|  39.92110071989227 |  40.40594100515353 |  39.17957580378364 |   39.1938362121582 |  12108700 |      0.42 |            0 |
|--------------------|--------------------|--------------------|--------------------|-----------|-----------|--------------|
|  39.12966411702012 |  39.32217554227722 |  38.20275937014475 |  38.23127746582031 |  16908200 |       0.0 |            0 |
|--------------------|--------------------|--------------------|--------------------|-----------|-----------|--------------|
| 38.209894384671074 |  39.10114961596131 |  37.80348221679433 |  38.59491729736328 |  14293600 |       0.0 |            0 |
|--------------------|--------------------|--------------------|--------------------|-----------|-----------|--------------|
|  37.31150342199761 | 39.728586727971724 | 37.118992001181795 | 38.951412200927734 | 122740200 |       0.0 |            0 |
|--------------------|--------------------|--------------------|--------------------|-----------|-----------|--------------|
|    39.785636724617 |  39.85693878176676 |  37.67514479110077 | 37.717926025390625 |  61236700 |       0.0 |            0 |
|--------------------|--------------------|--------------------|--------------------|-----------|-----------|--------------|
| 38.345355835284856 |  38.43091827714699 |  37.71791424766297 |  38.05302429199219 |  31891900 |       0.0 |            0 |
|--------------------|--------------------|--------------------|--------------------|-----------|-----------|--------------|
|  37.47549170550742 |  38.92288897392509 |  37.25445948347695 |  38.79454803466797 |  17954600 |       0.0 |            0 |
|--------------------|--------------------|--------------------|--------------------|-----------|-----------|--------------|
|  39.42912312065682 | 40.249078859868376 |  39.22948285854391 |   40.1349983215332 |  17522100 |       0.0 |            0 |
|--------------------|--------------------|--------------------|--------------------|-----------|-----------|--------------|
|  40.61271335073047 |  40.96208656050592 |  40.11360993100618 |   40.5699348449707 |  16048100 |       0.0 |            0 |
|--------------------|--------------------|--------------------|--------------------|-----------|-----------|--------------|
|  41.42554004690547 |  42.56634831938947 |  41.26868098335884 |  42.43800735473633 |  14729300 |       0.0 |            0 |
|--------------------|--------------------|--------------------|--------------------|-----------|-----------|--------------|
|  42.30966413451175 | 43.072578317114235 |  42.30966413451175 |  42.98701858520508 |  10391600 |       0.0 |            0 |
|--------------------|--------------------|--------------------|--------------------|-----------|-----------|--------------|
|   43.0297967387683 | 43.478990087428116 |  42.92997659904274 |  43.12961959838867 |  10010900 |       0.0 |            0 |
|--------------------|--------------------|--------------------|--------------------|-----------|-----------|--------------|
|  43.32212438535867 |  43.58593783916304 |  43.09396330956189 | 43.443336486816406 |   9412500 |       0.0 |            0 |
|--------------------|--------------------|--------------------|--------------------|-----------|-----------|--------------|
|  43.48612696970229 |  43.48612696970229 |  42.32392937242242 |   42.7659912109375 |  16547900 |       0.0 |            0 |
|--------------------|--------------------|--------------------|--------------------|-----------|-----------|--------------|
| 42.780240890835934 |  43.79983684965908 |   42.7160704207039 | 43.621585845947266 |  11635300 |       0.0 |            0 |
|--------------------|--------------------|--------------------|--------------------|-----------|-----------|--------------|
|  44.96203057847204 |  45.62512447711905 |  44.47005610663404 | 45.247230529785156 |  15009900 |       0.0 |            0 |
|--------------------|--------------------|--------------------|--------------------|-----------|-----------|--------------|
| 45.389842876455404 |    45.560965064671 |  44.87647903170354 | 45.097511291503906 |   8250800 |       0.0 |            0 |
|--------------------|--------------------|--------------------|--------------------|-----------|-----------|--------------|
|   45.0689780974865 |  45.35418075956383 | 44.434405030253295 |  44.67682647705078 |   9741700 |       0.0 |            0 |
|--------------------|--------------------|--------------------|--------------------|-----------|-----------|--------------|
| 45.268624785196614 |  45.39696300184038 | 44.348848979971315 | 44.591270446777344 |   6465000 |       0.0 |            0 |
|--------------------|--------------------|--------------------|--------------------|-----------|-----------|--------------|
|  44.74100708374267 |  45.19732927060884 |    44.505714426199 | 44.712486267089844 |   5152400 |       0.0 |            0 |
|--------------------|--------------------|--------------------|--------------------|-----------|-----------|--------------|
|  44.42728866241651 |  44.44154907151398 |  43.71428452691251 | 43.849754333496094 |   7002600 |       0.0 |            0 |
|--------------------|--------------------|--------------------|--------------------|-----------|-----------|--------------|
|  44.19911824235634 |  45.67503355433645 |  44.11355580580249 |  45.48252487182617 |   9513000 |       0.0 |            0 |
|--------------------|--------------------|--------------------|--------------------|-----------|-----------|--------------|
| 45.411226164467855 |  45.77485702680126 | 45.275756376519055 | 45.525306701660156 |   5041200 |       0.0 |            0 |
|--------------------|--------------------|--------------------|--------------------|-----------|-----------|--------------|
|    45.318537233834 |  45.64651571574548 |    45.318537233834 |  45.46113586425781 |   5366700 |       0.0 |            0 |
|--------------------|--------------------|--------------------|--------------------|-----------|-----------|--------------|
| 45.810511930805724 |  46.19553478502225 |  45.20445955353116 |  45.36845016479492 |   4510200 |       0.0 |            0 |
|--------------------|--------------------|--------------------|--------------------|-----------|-----------|--------------|
|  45.61799133444606 |  45.63225173950195 |  45.01193907898846 |  45.63225173950195 |   4684900 |       0.0 |            0 |
|--------------------|--------------------|--------------------|--------------------|-----------|-----------|--------------|
| 45.689299890416365 | 46.637596562973755 | 45.653647512733514 | 46.373783111572266 |   7117100 |       0.0 |            0 |
|--------------------|--------------------|--------------------|--------------------|-----------|-----------|--------------|
| 46.188407174815346 |  47.22939256319471 | 46.188407174815346 |  47.09392547607422 |   6432200 |       0.0 |            0 |
|--------------------|--------------------|--------------------|--------------------|-----------|-----------|--------------|
|   46.9727103950981 |  47.16522455758296 |  46.50213049529369 |   46.7017707824707 |   5710900 |       0.0 |            0 |
|--------------------|--------------------|--------------------|--------------------|-----------|-----------|--------------|
|   46.3737878892277 |  46.83011008367752 |  46.29535700207636 |  46.48073959350586 |   4975500 |       0.0 |            0 |
|--------------------|--------------------|--------------------|--------------------|-----------|-----------|--------------|
|  47.35059865697469 | 48.027950286865234 | 46.880013401842334 | 48.027950286865234 |   9165900 |       0.0 |            0 |
|--------------------|--------------------|--------------------|--------------------|-----------|-----------|--------------|
|  48.05647208207535 |  48.52705190703668 |  48.05647208207535 |  48.32741165161133 |   7730400 |       0.0 |            0 |
|--------------------|--------------------|--------------------|--------------------|-----------|-----------|--------------|
|  48.22760102029817 | 48.634013174522416 |  47.87823050450996 | 48.527061462402344 |   7550800 |       0.0 |            0 |
|--------------------|--------------------|--------------------|--------------------|-----------|-----------|--------------|
|   48.7267050429272 |  49.09747027797327 |  48.39872375948823 |   48.9833869934082 |   4046000 |       0.0 |            0 |
|--------------------|--------------------|--------------------|--------------------|-----------|-----------|--------------|
|   49.1972794481963 | 49.539523785690996 |  49.11884856751604 |  49.33987808227539 |   2953700 |       0.0 |            0 |
|--------------------|--------------------|--------------------|--------------------|-----------|-----------|--------------|
| 49.254325621161605 |  49.55378604422466 | 49.076074592225545 |  49.27571487426758 |   4885100 |       0.0 |            0 |
|--------------------|--------------------|--------------------|--------------------|-----------|-----------|--------------|
|  49.11171842892352 |  49.54665134721092 |  48.94773053895313 |  49.38978958129883 |   6491500 |       0.0 |            0 |
|--------------------|--------------------|--------------------|--------------------|-----------|-----------|--------------|
|  49.31848206381861 | 49.539516988037455 |   48.7766029768416 |  48.84077072143555 |   5817700 |       0.0 |            0 |
|--------------------|--------------------|--------------------|--------------------|-----------|-----------|--------------|
|  48.73384028862719 |  49.81047824891045 |  48.69106177357979 |  49.60370635986328 |   7665300 |       0.0 |            0 |
|--------------------|--------------------|--------------------|--------------------|-----------|-----------|--------------|
| 49.568045386575015 |  50.03149916522709 |  49.43970442386813 |  49.70351791381836 |   4360100 |       0.0 |            0 |
|--------------------|--------------------|--------------------|--------------------|-----------|-----------|--------------|
| 49.774809570224356 |  50.45216666228012 |  49.44682836935286 |  49.49673843383789 |   5452100 |       0.0 |            0 |
|--------------------|--------------------|--------------------|--------------------|-----------|-----------|--------------|
|  48.63401736667667 |  49.33276389827367 |  48.20621592111079 |  49.29711151123047 |   6833800 |       0.0 |            0 |
|--------------------|--------------------|--------------------|--------------------|-----------|-----------|--------------|
| 49.511006325820276 | 49.511006325820276 |  48.14916588699206 | 48.184818267822266 |   8575700 |       0.0 |            0 |
